x,y
-0.057884231536926345, 1
0.341317365269461, 1
0.7504990019960083, 0.9964084998836088
1.1696606786427148, 0.9892254996508264
1.5588822355289422, 0.982042499418044
1.93812375249501, 0.973063749127066
2.367265469061876, 0.9676764989524791
2.7814933476097656, 0.9577274819449935
3.1853540147642545, 0.9482054251440315
3.5864294359383675, 0.9341729203847191
3.7897523925058, 0.9251520244680183
3.9958605950536072, 0.9161311285513174
4.193613059660288, 0.9061079108660942
4.405291754168848, 0.8930777278753042
4.597473726814776, 0.880047544884514
4.798011437401833, 0.8630080748196346
0.1410801582135226, 1.000326157107192
0.5477260713483871, 0.9988226744544085
0.9571572304636273, 0.9948133873803192
1.3498769136966131, 0.9862936523478796
1.7509523348707257, 0.9787762390839622
2.1826654618289725, 0.968753021398739
2.5920966209442122, 0.9627390907876051
2.9764605662360712, 0.9547205166394266
3.3970327092728136, 0.9411891727643753
4.9901934100477625, 0.8459686047547552
5.210227842497449, 0.822915204078742
5.396839323182627, 0.8023676078240345
5.6085180176911855, 0.7738014374211484
5.814626220238996, 0.740223658175651
6.015163930826052, 0.7016342700875418
6.22684262533461, 0.6480100554715977
6.435736073862794, 0.5848637840546917
6.324326234647762, 0.6204462068372341
6.123788524060705, 0.6755739041059615
6.820100019154653, 0.20899312085882316
6.536004929156324, 0.5432674306610157
6.61677706258722, 0.48613508985524356
6.683622966116237, 0.42549462285964357
6.739327885723755, 0.3523251337575144
6.778321329449016, 0.2856707361507804
6.881375430722921, 0.1428398841363503
6.9175836284678045, 0.09172147394171204
6.978859040036072, 0.05263092496934196
7.009496745820206, 0.025067076334978067
7.051275435525843, 0.0015125147747037104
7.301947573759662, -0.031062942702271723
7.6431402063556835, -0.03632513198701437
7.89241972159933, -0.03607455154488326
8.048393496500372, -0.03707687331340548
8.257286945028557, -0.03557339066062193
8.449468917674487, -0.03557339066062193
8.867255814730854, -0.03657571242914437
9.059437787376783, -0.03807919508192792
9.271116481885342, -0.03707687331340548
9.680547641000583, -0.03707687331340548
10.145683719723339, -0.03807919508192792
